# domain	code	models	message
H	1802120000020002	-	The AMS-HT C slot 3 motor is overloaded. The filament may be tangled or stuck.
H	1802120000020004	-	AMS-HT C The brushed motor 3 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1802130000010001	-	The AMS-HT C slot 4 motor has slipped. The extrusion wheel may be malfunctioning, or the filament may be too thin.
H	1802130000010003	-	The AMS-HT C slot 4 motor torque control is malfunctioning. The current sensor may be faulty.
H	1802130000020002	-	The AMS-HT C slot 4 motor is overloaded. The filament may be tangled or stuck.
H	1802130000020004	-	AMS-HT C The brushed motor 4 has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1802200000010081	-	Failed to read the filament information from AMS-HT C slot 1. The AMS main board may be malfunctioning.
H	1802200000010082	-	Failed to read the filament information from AMS-HT C slot 1. A third party RFID tag was detected.
H	1802200000010083	-	Failed to read the filament information from AMS-HT C slot 1. The RFID tag may be damaged.
H	1802200000010084	-	Failed to read the filament information from AMS-HT C slot 1. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1802200000010085	-	Failed to read the filament information from AMS-HT C slot 1. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1802200000010086	-	Failed to read the filament information from AMS-HT C slot 1. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1802200000020001	-	AMS-HT C Slot 1 filament has run out. Please insert a new filament.
H	1802200000020002	-	AMS-HT C Slot 1 is empty; please insert a new filament.
H	1802200000020003	-	AMS-HT C Slot 1's filament may be broken in AMS-HT.
H	1802200000020004	-	AMS-HT C Slot 1 filament may be broken in the tool head.
H	1802200000020005	-	AMS-HT C Slot 1 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1802200000020006	-	AMS-HT C has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1802200000020007	-	AMS-HT C Slot 1 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1802200000020008	-	AMS-HT C Slot 1 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1802200000020009	-	Failed to extrude AMS-HT C Slot 1 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	180220000002000A	-	Failed to adjust the filament position of AMS-HT C Slot 1. The filament or buffer may be stuck.
H	1802200000020010	-	AMS-HT C slot 1 feeds filament out of AMS timeout.
H	1802200000020011	-	AMS-HT C slot 1 pulls filament back to AMS timeout.
H	1802200000020012	-	AMS-HT C slot 1 feeder unit motor is stalled, cannot rotate the spool.
H	1802200000020013	-	AMS-HT C slot 1 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1802200000020014	-	AMS-HT C slot 1 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	1802200000020015	-	AMS-HT C slot 1 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	1802200000020016	-	AMS-HT C slot 1 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	1802200000020017	-	AMS-HT C slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	1802200000020018	-	AMS-HT C slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	1802200000020019	-	AMS-HT C slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	1802200000020020	-	AMS-HT C slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	1802200000020021	-	AMS-HT C slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	1802200000020022	-	AMS-HT C slot 1 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	1802200000020023	-	AMS-HT C slot 1 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	1802200000020024	-	AMS-HT C slot 1 failed to rotate the filament spool when pulling filament back to AMS.
H	1802200000020025	-	AMS-HT C slot 1 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	1802200000030001	-	AMS-HT C Slot 1 filament has run out. Please wait while old filament is purged.
H	1802200000030002	-	AMS-HT C Slot 1 filament has run out and automatically switched to the slot with the same filament.
H	1802210000010081	-	Failed to read the filament information from AMS-HT C slot 2. The AMS main board may be malfunctioning.
H	1802210000010082	-	Failed to read the filament information from AMS-HT C slot 2. A third party RFID tag was detected.
H	1802210000010083	-	Failed to read the filament information from AMS-HT C slot 2. The RFID tag may be damaged.
H	1802210000010084	-	Failed to read the filament information from AMS-HT C slot 2. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1802210000010085	-	Failed to read the filament information from AMS-HT C slot 2. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1802210000010086	-	Failed to read the filament information from AMS-HT C slot 2. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1802210000020001	-	AMS-HT C Slot 2 filament has run out. Please insert a new filament.
H	1802210000020002	-	AMS-HT C Slot 2 is empty; please insert a new filament.
H	1802210000020003	-	AMS-HT C Slot 2's filament may be broken in AMS-HT.
H	1802210000020004	-	AMS-HT C Slot 2 filament may be broken in the tool head.
H	1802210000020005	-	AMS-HT C Slot 2 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1802210000020006	-	AMS-HT C has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1802210000020007	-	AMS-HT C Slot 2 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1802210000020008	-	AMS-HT C Slot 2 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1802210000020009	-	Failed to extrude AMS-HT C Slot 2 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
H	180221000002000A	-	Failed to adjust the filament position of AMS-HT C Slot 2. The filament or buffer may be stuck.
H	1802210000020010	-	AMS-HT C slot 2 feeds filament out of AMS timeout.
H	1802210000020011	-	AMS-HT C slot 2 pulls filament back to AMS timeout.
H	1802210000020012	-	AMS-HT C slot 2 feeder unit motor is stalled, cannot rotate the spool.
H	1802210000020013	-	AMS-HT C slot 2 feeder unit motor has no signal, which may be due to poor contact in the motor connector or a motor fault.
H	1802210000020014	-	AMS-HT C slot 2 filament odometer has no signal, which may be due to poor contact in the odometer connector or a odometer fault.
H	1802210000020015	-	AMS-HT C slot 2 filament status is abnormal, which may be due to a filament breakage inside the AMS.
H	1802210000020016	-	AMS-HT C slot 2 assist motor has slipped. Please pull out the filament, cut off the worn part, and then try again.
H	1802210000020017	-	AMS-HT C slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the printer.
H	1802210000020018	-	AMS-HT C slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near AMS.
H	1802210000020019	-	AMS-HT C slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between AMS and the filament buffer.
H	1802210000020020	-	AMS-HT C slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the filament bufferã€‚
H	1802210000020021	-	AMS-HT C slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube between the filament buffer and the toolhead.
H	1802210000020022	-	AMS-HT C slot 2 assist motor is stalledï¼Œdue to excessive resistance in the tube near the toolhead.
H	1802210000020023	-	AMS-HT C slot 2 the tube inside the AMS is broken, or feed-out hall sensor is faulty and cannot detect the filament.
H	1802210000020024	-	AMS-HT C slot 2 failed to rotate the filament spool when pulling filament back to AMS.
H	1802210000020025	-	AMS-HT C slot 2 feed resistance is too high. Please reduce the feed resistance, decrease the rotation resistance of the spool, and avoid having the filament tube too long and excessively bent.
H	1802210000030001	-	AMS-HT C Slot 2 filament has run out. Please wait while old filament is purged.
H	1802210000030002	-	AMS-HT C Slot 2 filament has run out and automatically switched to the slot with the same filament.
H	1802220000010081	-	Failed to read the filament information from AMS-HT C slot 3. The AMS main board may be malfunctioning.
H	1802220000010082	-	Failed to read the filament information from AMS-HT C slot 3. A third party RFID tag was detected.
H	1802220000010083	-	Failed to read the filament information from AMS-HT C slot 3. The RFID tag may be damaged.
H	1802220000010084	-	Failed to read the filament information from AMS-HT C slot 3. The RFID tag may be damaged or positioned at the edge of the RFID detection device. Please remove 5cm filament and try again.
H	1802220000010085	-	Failed to read the filament information from AMS-HT C slot 3. RFID tag verification failed. You can try to use Bambu Lab filament.
H	1802220000010086	-	Failed to read the filament information from AMS-HT C slot 3. The RFID tag cannot rotate due to a jam during the filament loading or unloading. Please pull out the filament and try again.
H	1802220000020001	-	AMS-HT C Slot 3 filament has run out. Please insert a new filament.
H	1802220000020002	-	AMS-HT C Slot 3 is empty; please insert a new filament.
H	1802220000020003	-	AMS-HT C Slot 3's filament may be broken in AMS-HT.
H	1802220000020004	-	AMS-HT C Slot 3 filament may be broken in the tool head.
H	1802220000020005	-	AMS-HT C Slot 3 filament has run out, and purging the old filament went abnormally; please check whether the filament is stuck in the tool head.
H	1802220000020006	-	AMS-HT C has detected a breakage of the PTFE tube during filament loading. Please check whether the PTFE tubes inside and outside the AMS have fallen off or been damaged.
H	1802220000020007	-	AMS-HT C Slot 3 feed-out Hall sensor is disconnected. The connector may have poor contact.
H	1802220000020008	-	AMS-HT C Slot 3 feed-in Hall sensor is disconnected, which may be due to poor connector contact.
H	1802220000020009	-	Failed to extrude AMS-HT C Slot 3 filament; the extruder may be clogged or the filament may be too thin, causing the extruder to slip.
